;;;;;;
;;;;;;
;;;;;;
;;;;;;
EAN;Titolo;Autore;Editore;Genere (livello 1);Data di Uscita;NazionalitÖ dell'autore
9788829719556;Il potere di uccidere;Roncone Fabrizio;MARSILIO;FICTION;26/09/2023;ITALIANO
9788838945632;25;Zannoni Bernardo;SELLERIO EDITORE PALERMO;FICTION;29/08/2023;ITALIANO
9788804778974;La cerimonia dell'addio;Cotroneo Roberto;MONDADORI;FICTION;12/09/2023;ITALIANO
9791259671653;Weyward;Hart Emilia;FAZI;FICTION;11/07/2023;STRANIERO
9788859018957;La linea del 100. Metodo analogico per l'apprendimento della matematica;Bortolato Camillo;ERICKSON;NON FICTION GENERALI;29/07/2019;
9788806219369;La strada;McCarthy Cormac;EINAUDI;FICTION;13/01/2014;STRANIERO
9788807892790;Il buio oltre la siepe;Lee Harper;FELTRINELLI;FICTION;29/11/2019;STRANIERO
9788809977938;La cena;Osterdahl Martin;GIUNTI EDITORE;FICTION;30/08/2023;STRANIERO
9788806230951;Il mondo deve sapere. Romanzo tragicomico di una telefonista precaria;Murgia Michela;EINAUDI;FICTION;31/01/2017;ITALIANO
9788806238896;Ave Mary. E la chiesa inventï la donna;Murgia Michela;EINAUDI;NON FICTION GENERALI;09/05/2018;
9788831003391;Harry Potter e la camera dei segreti. Vol. 2;Rowling J. K.;SALANI;BAMBINI/RAGAZZI;23/01/2020;
9788845296499;Sapiens. Da animali a däi. Breve storia dell'umanitÖ;Harari Yuval Noah;BOMPIANI;NON FICTION GENERALI;18/10/2017;
9788828756323;Jujutsu Kaisen. Sorcery Fight. Vol. 21. Colonia Tokyo 2. Grande fortuna;Akutami Gege;PANINI COMICS;FICTION;10/08/2023;STRANIERO
9791255430506;Il santo;Travaglio Marco;PAPERFIRST;NON FICTION GENERALI;14/07/2023;
9788852240966;Storie da 1 minuto. 2023 (10 titoli sfusi);AA.VV.;DISNEY LIBRI;UNKNOWN;04/01/2023;
9788811815419;Geografia di un dolore perfetto;Galiano Enrico;GARZANTI;FICTION;16/05/2023;ITALIANO
9788891839022;Qualcosa nel modo in cui sbadiglia;Renga Jolanda;MONDADORI ELECTA;FICTION;26/09/2023;ITALIANO
9788822741479;Una morte perfetta;Marsons Angela;NEWTON COMPTON EDITORI;FICTION;30/07/2020;STRANIERO
9788829708598;Il figlio sbagliato;LÑckberg Camilla;MARSILIO;FICTION;30/05/2023;STRANIERO
9788820076443;Deviant. Eclissi di Marte. Vol. 1;Ellie B. Luin;SPERLING & KUPFER;FICTION;04/04/2023;ITALIANO
9788858333006;Il vocabolario della lingua latina. Latino-italiano, italiano-latino-Guida all'uso;Castiglioni Luigi;LOESCHER;NON FICTION GENERALI;20/05/2019;
9788855441117;Let the game begin. Kiss me like you love me. Ediz. italiana;Shell Kira;SPERLING & KUPFER;FICTION;12/10/2021;ITALIANO
9788855058742;Benvenuti a Casa Pappagallo©. Oltre 150 ricette golose per portare la gioia in tavola;Pappagallo Luca;VALLARDI A.;NON FICTION VARIE;25/10/2022;
9788807881572;CecitÖ;Saramago JosÇ;FELTRINELLI;FICTION;25/02/2013;STRANIERO
9788807035265;Mi limitavo ad amare te;Postorino Rosella;FELTRINELLI;FICTION;31/01/2023;ITALIANO
9788842935766;L'ultimo regno;Berry Steve;NORD;FICTION;03/10/2023;STRANIERO
9788834614983;I lupi dentro;Nesi Edoardo;LA NAVE DI TESEO;FICTION;26/09/2023;ITALIANO
9788884048776;Sulla tua parola. Messalino. Santa messa quotidiana e letture commentate per vivere la parola di Dio. Novembre-dicembre 2023;AA.VV.;EDITRICE SHALOM;NON FICTION GENERALI;07/06/2023;
9791259572509;Stuck;Barbagallo Marilena;MAGAZZINI SALANI;FICTION;05/09/2023;ITALIANO
9788855631297;Coloretti (titoli sfusi);AA.VV.;EDIBIMBI;BAMBINI/RAGAZZI;01/03/2018;
9788817163996;Riscrivi le pagine della tua vita. Tutti gli strumenti per scoprirti, capirti e volerti bene;De Simone Anna;RIZZOLI;NON FICTION VARIE;12/07/2022;
9788806254483;Il rosmarino non capisce l'inverno;Bussola Matteo;EINAUDI;FICTION;28/06/2022;ITALIANO
9788856692914;La figlia pió amata. Storia delle sorelle Medici;Russo Carla Maria;PIEMME;FICTION;12/09/2023;ITALIANO
9788817179270;Una brava ragazza ä una ragazza morta;Jackson Holly;RIZZOLI;FICTION;04/04/2023;STRANIERO
9791259571809;Sindrome;Rokia;MAGAZZINI SALANI;FICTION;27/06/2023;ITALIANO
9788822772343;Una di famiglia;McFadden Freida;NEWTON COMPTON EDITORI;FICTION;30/05/2023;STRANIERO
9791221208870;Atomic habits. Piccole abitudini per grandi cambiamenti;Clear James;DE AGOSTINI;NON FICTION VARIE;19/09/2023;
9791259570321;Nel modo in cui cade la neve;Doom Erin;MAGAZZINI SALANI;FICTION;13/01/2022;ITALIANO
9788817164610;Brave ragazze, cattivo sangue;Jackson Holly;RIZZOLI;FICTION;01/11/2022;STRANIERO
9788891836274;La fisica che ci piace;Schettini Vincenzo;MONDADORI ELECTA;NON FICTION GENERALI;11/10/2022;
9788899880477;Coloriamo. Mondo bimba;AA.VV.;ELISEDIZIONI;BAMBINI/RAGAZZI;01/01/2022;
9788828750048;Neon genesis evangelion. Collector's edition. Vol. 7;Sadamoto Yoshiyuki;PANINI COMICS;FICTION;21/09/2023;STRANIERO
9788820070786;Il monaco che amava i gatti. Le sette rivelazioni;Debiasi Corrado;SPERLING & KUPFER;FICTION;06/10/2020;ITALIANO
9788809930971;Lo zen per samurai metropolitani. Manuale di sopravvivenza contro stress, ansia e paure;Antonio Antefermo @lopsicologozen;GIUNTI EDITORE;NON FICTION VARIE;04/10/2023;
9788833573625;Tre;Perrin ValÇrie;E/O;FICTION;28/06/2021;STRANIERO
9788836229635;Manuale per la prova scritta del concorso scuola. Competenze pedagogiche, competenze psico-pedagogiche, competenze didattico-metodologiche;De Robertis Francesca;EDISES PROFESSIONI & CONCORSI;NON FICTION VARIE;25/07/2023;
9791255020394;La diga. Blackwater. Vol. 2;McDowell Michael;BEAT;FICTION;31/01/2023;STRANIERO
9788842935483;Prendi la mia mano;Perkins-Valdez Dolen;NORD;FICTION;26/09/2023;STRANIERO
9788806218188;Il giovane Holden;Salinger J. D.;EINAUDI;FICTION;06/05/2014;STRANIERO
9788856687729;Scherzetto o ragnetto?;Stilton Geronimo;PIEMME;BAMBINI/RAGAZZI;26/09/2023;
9788820075422;It starts with us. Siamo noi l'inizio di tutto;Hoover Colleen;SPERLING & KUPFER;FICTION;10/01/2023;STRANIERO
9788806239060;Mio fratello rincorre i dinosauri. Storia mia e di Giovanni che ha un cromosoma in pió;Mazzariol Giacomo;EINAUDI;FICTION;16/10/2018;ITALIANO
9788806258276;Pane del bosco. 2020-2023;Candiani Chandra;EINAUDI;FICTION;05/09/2023;ITALIANO
9788822773678;Nessun luogo ä sicuro;Gibney Patricia;NEWTON COMPTON EDITORI;FICTION;07/02/2023;STRANIERO
9788822774200;Il contratto. The deal;Kennedy Elle;NEWTON COMPTON EDITORI;FICTION;04/07/2023;STRANIERO
9791280845023;Ferrovie del Messico;Griffi Gian Marco;LAURANA EDITORE;FICTION;26/05/2022;ITALIANO
9788838942303;I miei stupidi intenti;Zannoni Bernardo;SELLERIO EDITORE PALERMO;FICTION;26/08/2021;ITALIANO
9788858012536;I colori delle emozioni;Llenas Anna;GRIBAUDO;BAMBINI/RAGAZZI;29/10/2014;
9788807880735;L'amico ritrovato;Uhlman Fred;FELTRINELLI;FICTION;27/12/2012;STRANIERO
9788864201924;One piece. New edition. Vol. 6;Oda Eiichiro;STAR COMICS;FICTION;21/07/2008;STRANIERO
9788806257477;Dove non mi hai portata. Mia madre, un caso di cronaca;Calandrone Maria Grazia;EINAUDI;FICTION;18/10/2022;ITALIANO
9788820076283;Il custode;Tamburini Francesca;SPERLING & KUPFER;FICTION;26/09/2023;ITALIANO
9788854172388;Il Piccolo Principe;Saint-ExupÇry Antoine de;NEWTON COMPTON EDITORI;BAMBINI/RAGAZZI;08/01/2015;
9788806261559;Italo;Ferrero Ernesto;EINAUDI;NON FICTION GENERALI;03/10/2023;
9788828754688;Chainsaw Man. Vol. 13. Spoiler;Fujimoto Tatsuki;PANINI COMICS;FICTION;13/07/2023;STRANIERO
9788852239472;Sogni da principessa;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;13/07/2022;
9788831004169;Harry Potter e la pietra filosofale. Ediz. papercut MinaLima. Vol.;Rowling J. K.;SALANI;BAMBINI/RAGAZZI;26/11/2020;
9788817063227;La voce del ghiaccio. Gli ottomila in inverno: il mio sogno quasi impossibile;Moro Simone;RIZZOLI;NON FICTION GENERALI;06/02/2013;
9788858044988;Gribaudo 1+1 (2023);AA.VV.;GRIBAUDO;BAMBINI/RAGAZZI;18/01/2023;
9788845916250;L'uomo che scambiï sua moglie per un cappello;Sacks Oliver;ADELPHI;NON FICTION GENERALI;23/05/2001;
9788832855685;A piccole dosi. Contro la crisi di astinenza dalla matematica;Odifreddi Piergiorgio;CORTINA RAFFAELLO;NON FICTION GENERALI;03/10/2023;
9788822771773;Ti aspetto a Central Park;Kingsley Felicia;NEWTON COMPTON EDITORI;FICTION;04/10/2022;ITALIANO
9788859026457;Costruire il nuovo PEI alla primaria. Strumenti di osservazione, schede-guida ed esempi di sezioni compilate;AA.VV.;ERICKSON;NON FICTION GENERALI;09/09/2021;
9788806222192;Viaggio in Sardegna. Undici percorsi nell'isola che non si vede;Murgia Michela;EINAUDI;NON FICTION GENERALI;12/05/2014;
9788851186302;Io gomitolo, tu filo;Pellai Alberto;DE AGOSTINI;BAMBINI/RAGAZZI;19/10/2021;
9788806206802;Io e te;Ammaniti Niccolï;EINAUDI;FICTION;26/10/2010;ITALIANO
9788804666653;Ciï che inferno non ä;D'Avenia Alessandro;MONDADORI;FICTION;18/05/2016;ITALIANO
9788822775696;Nulla sarÖ pió come prima;Nowlin Laura;NEWTON COMPTON EDITORI;FICTION;04/07/2023;STRANIERO
9788845915918;Il pió grande uomo scimmia del pleistocene;Lewis Roy;ADELPHI;FICTION;24/01/2001;STRANIERO
9788817182942;Vico dei miracoli. Vita oscura e tormentata del pió grande pensatore italiano;Veneziani Marcello;RIZZOLI;NON FICTION GENERALI;29/08/2023;
9788828212911;10 mosse per affrontare il futuro. Una vita nuova attraverso il piacere e la bellezza;Farinetti Oscar;SOLFERINO;NON FICTION GENERALI;05/09/2023;
9788828763260;Spy x Family. Vol. 1;Endo Tatsuya;PANINI COMICS;FICTION;14/09/2023;
9788834611852;La veritÖ sul caso Harry Quebert;Dicker Joâl;LA NAVE DI TESEO;FICTION;08/11/2022;STRANIERO
9788822751775;L'ospite inatteso;Gibney Patricia;NEWTON COMPTON EDITORI;FICTION;08/04/2021;STRANIERO
9788822640550;Dragon Ball Super. Vol. 19;Toriyama Akira;STAR COMICS;FICTION;24/05/2023;STRANIERO
9788893881289;Le 48 leggi del potere;Greene Robert;BALDINI + CASTOLDI;NON FICTION GENERALI;16/07/2018;
9788822745859;Il profanatore di tesori perduti;Simoni Marcello;NEWTON COMPTON EDITORI;FICTION;27/06/2023;ITALIANO
9788836230723;Tavola periodica degli elementi con proprietÖ. Versione avanzata;AA.VV.;EDISES;NON FICTION GENERALI;02/12/2021;
9788817164573;La via d'uscita. Liberarsi delle relazioni che fanno male: come curarle, quando interromperle;Dimaggio Giancarlo;RIZZOLI;NON FICTION VARIE;03/10/2023;
9788893880107;Nel mare ci sono i coccodrilli. Storia vera di Enaiatollah Akbari;Geda Fabio;BALDINI + CASTOLDI;FICTION;09/02/2017;ITALIANO
9788806207694;Io non ho paura;Ammaniti Niccolï;EINAUDI;FICTION;06/06/2011;ITALIANO
9788830105874;Come trattare gli altri e farseli amici;Carnegie Dale;BOMPIANI;NON FICTION VARIE;25/05/2022;
9788858043035;La scienza delle pulizie. La chimica del detersivo e della candeggina, e le bufale sul bicarbonato;Bressanini Dario;GRIBAUDO;NON FICTION VARIE;31/10/2022;
9788845937538;Buchi bianchi. Dentro l'orizzonte;Rovelli Carlo;ADELPHI;NON FICTION GENERALI;03/03/2023;
9791281368088;La ragazza dell'Orient Express;Ashford Lindsay Jayne;LIBRERIA PIENOGIORNO;FICTION;13/09/2023;STRANIERO
9788822604330;Dragon Ball Super. Vol. 1;Toriyama Akira;STAR COMICS;FICTION;11/05/2017;STRANIERO
9788822613165;Demon slayer. Kimetsu no yaiba. Vol. 2;Gotouge Koyoharu;STAR COMICS;FICTION;19/06/2019;STRANIERO
9788822765253;Crimini e misteri da risolvere mentre fai la cacca;Vogt M. Diane;NEWTON COMPTON EDITORI;NON FICTION VARIE;10/03/2022;
9788836230518;Chimica;AA.VV.;EDISES;NON FICTION GENERALI;20/09/2021;
9788874884445;Esercitazioni di Analisi Matematica 1;Bramanti Marco;ESCULAPIO;NON FICTION GENERALI;01/07/2011;
9788804736127;Pensieri lenti e veloci;Kahneman Daniel;MONDADORI;NON FICTION GENERALI;19/10/2020;
9788855057233;La rivoluzione del glucosio. Come controllare i livelli di zucchero nel sangue per perdere peso, abbattere la fame e avere pió energia. Con autotest e 10 sorprendenti trucchi nutrizionali;InchauspÇ Jessie;VALLARDI A.;NON FICTION VARIE;13/09/2022;
9788890123306;‘ facile smettere di fumare se sai come farlo;Carr Allen;EWI;NON FICTION VARIE;02/12/2004;
9788891436986;Kit concorso scuola straordinario Ter. Manuale completo+Quiz commentati;AA.VV.;EDIZIONI GIURIDICHE SIMONE;NON FICTION VARIE;04/08/2023;
9788804739036;Irriducibile. La coscienza, la vita. i computer e la nostra natura;Faggin Federico;MONDADORI;NON FICTION GENERALI;06/09/2022;
9788806245740;Persone normali;Rooney Sally;EINAUDI;FICTION;03/06/2020;STRANIERO
9788806240714;Sabbia nera;Cassar Scalia Cristina;EINAUDI;FICTION;30/04/2019;ITALIANO
9788880579991;Cercatori d'acqua;De Luca Erri;GIUNTINA;FICTION;03/10/2023;ITALIANO
9788817183482;Donna, vita, libertÖ. Avere vent'anni in Iran e morire per i diritti delle donne;Satrapi Marjane;RIZZOLI LIZARD;FICTION;12/09/2023;
9788804750482;L'ombra del vento;Ruiz Zaf¢n Carlos;MONDADORI;FICTION;22/04/2022;STRANIERO
9788804665298;Fahrenheit 451;Bradbury Ray;MONDADORI;FICTION;10/05/2016;STRANIERO
9791255020400;La casa. Blackwater. Vol. 3;McDowell Michael;BEAT;FICTION;14/02/2023;STRANIERO
9788831003407;Harry Potter e il prigioniero di Azkaban. Vol. 3;Rowling J. K.;SALANI;BAMBINI/RAGAZZI;23/01/2020;
9788820072940;It ends with us. Siamo noi a dire basta;Hoover Colleen;SPERLING & KUPFER;FICTION;01/03/2022;STRANIERO
9788811003861;La rivoluzione dei piccoli gesti;Chiabodo Adele;GARZANTI;FICTION;12/09/2023;ITALIANO
9788845931925;L' ordine del tempo;Rovelli Carlo;ADELPHI;NON FICTION GENERALI;25/05/2017;
9788829601349;L'autunno della Piccola Oca;Woollard Elli;EMME EDIZIONI;BAMBINI/RAGAZZI;07/09/2021;
9788804772712;Il cavaliere inesistente;Calvino Italo;MONDADORI;FICTION;09/01/2023;ITALIANO
9788863862195;Il potere di adesso. Una guida all'illuminazione spirituale;Tolle Eckhart;MY LIFE;NON FICTION VARIE;18/07/2013;
9788807885747;Non dirmi che hai paura;Catozzella Giuseppe;FELTRINELLI;FICTION;13/05/2015;ITALIANO
9788804766957;Fuori dai confini. La 'ndrangheta nel mondo;Gratteri Nicola;MONDADORI;NON FICTION GENERALI;15/11/2022;
9788822732170;Il gioco del male;Marsons Angela;NEWTON COMPTON EDITORI;FICTION;13/06/2019;STRANIERO
9788864201931;One piece. New edition. Vol. 7;Oda Eiichiro;STAR COMICS;FICTION;20/08/2008;STRANIERO
9791255170273;Sweet Rome;Cole Tillie;ALWAYS PUBLISHING;FICTION;03/10/2023;STRANIERO
9788834919514;Ping pong. Collection box. Vol. 1-2;Matsumoto Taiyo;EDIZIONI BD;FICTION;06/10/2023;
9788845901843;Siddharta;Hesse Hermann;ADELPHI;FICTION;30/09/1985;STRANIERO
9788804772132;Il sentiero dei nidi di ragno;Calvino Italo;MONDADORI;FICTION;05/10/2022;ITALIANO
9788836229703;Quiz commentati per la prova scritta del concorso scuola. Ampia raccolta di quesiti a risposta multipla su tutto il programma;De Robertis Francesca;EDISES PROFESSIONI & CONCORSI;NON FICTION VARIE;25/07/2023;
9788817182256;I Malarazza;BarbÖra Ugo;RIZZOLI;FICTION;19/09/2023;ITALIANO
9788809833920;Le sette sorelle;Riley Lucinda;GIUNTI EDITORE;FICTION;04/10/2017;STRANIERO
9788809977754;L'imprevedibile viaggio di Harold Fry;Joyce Rachel;GIUNTI EDITORE;FICTION;30/08/2023;STRANIERO
9788822755704;Quiz da fare mentre fai la cacca;Haselbauer Nathan;NEWTON COMPTON EDITORI;NON FICTION VARIE;09/09/2021;
9788893445511;Il libro dei Baltimore;Dicker Joâl;LA NAVE DI TESEO;FICTION;10/05/2018;STRANIERO
9788845912542;Lolita;Nabokov Vladimir;ADELPHI;FICTION;30/10/1996;STRANIERO
9788834922422;Touching your night;Mori Moyori;EDIZIONI BD;FICTION;29/09/2023;
9788847740860;Il profumo dolce dell'autunno. Racconti del bosco dei conigli;Campello Giuditta;EL;BAMBINI/RAGAZZI;29/08/2023;
9788809919136;Orgoglio e pregiudizio;Austen Jane;GIUNTI EDITORE;FICTION;27/09/2023;STRANIERO
9788867144341;La strega Rossella;Donaldson Julia;EMME EDIZIONI;BAMBINI/RAGAZZI;06/10/2015;
9788867143337;Il Gruffalï;Donaldson Julia;EMME EDIZIONI;BAMBINI/RAGAZZI;03/02/2015;
9788864201917;One piece. New edition. Vol. 5;Oda Eiichiro;STAR COMICS;FICTION;19/06/2008;STRANIERO
9788809933149;Appuntamento all'atelier Rosen;Jacobs Anne;GIUNTI EDITORE;FICTION;06/09/2023;STRANIERO
9788822775931;Un ospite per la notte;Gudenkauf Heather;NEWTON COMPTON EDITORI;FICTION;05/09/2023;STRANIERO
9788822756695;Cambia la tua vita con il metodo Bilanciamo. L'unico metodo scientifico che ti insegnerÖ a mangiare, non facendo mai pió una dieta, restando in salute e felice, nel corpo che vuoi, senza privarti di nulla;Biondi Giulia;NEWTON COMPTON EDITORI;NON FICTION VARIE;04/10/2021;
9788817175456;Sorelle. Una storia di Sara;de Giovanni Maurizio;RIZZOLI;FICTION;16/05/2023;ITALIANO
9788804744481;La pura vida;Gotto Gianluca;MONDADORI;FICTION;01/03/2022;ITALIANO
9788858040034;Il gioiello dentro di me;Llenas Anna;GRIBAUDO;BAMBINI/RAGAZZI;31/03/2022;
9788817106825;Dio di illusioni;Tartt Donna;RIZZOLI;FICTION;09/04/2003;STRANIERO
9788899880538;Pregrafismo prescrittura prelettura precalcolo;AA.VV.;ELISEDIZIONI;BAMBINI/RAGAZZI;01/01/2022;
9788829604579;Il ladro di foglie;Hemming Alice;EMME EDIZIONI;BAMBINI/RAGAZZI;12/09/2023;
9788807035555;Romanzo senza umani;Di Paolo Paolo;FELTRINELLI;FICTION;19/09/2023;ITALIANO
9788804734949;Cent'anni di solitudine;Garc°a M†rquez Gabriel;MONDADORI;FICTION;04/06/2021;STRANIERO
9788855441094;A dangerous game. Kiss me like you love me. Ediz. italiana;Shell Kira;SPERLING & KUPFER;FICTION;19/10/2021;ITALIANO
9791222500010;Mai pió Vajont 1963/2023. Una storia che ci parla ancora;Di Stefano Paolo;FUORISCENA;NON FICTION GENERALI;03/10/2023;
9788808602060;Codice civile e leggi collegate 2023;De Nova Giorgio;ZANICHELLI;NON FICTION GENERALI;05/06/2023;
9788804725930;Bis collection 1+1;AA.VV.;MONDADORI;UNKNOWN;11/02/2020;
9791255020417;La guerra. Blackwater. Vol. 4;McDowell Michael;BEAT;FICTION;28/02/2023;STRANIERO
9788845916755;Il giorno della civetta;Sciascia Leonardo;ADELPHI;FICTION;20/02/2002;ITALIANO
9788864201948;One piece. New edition. Vol. 8;Oda Eiichiro;STAR COMICS;FICTION;18/09/2008;STRANIERO
9788806219352;Se questo ä un uomo;Levi Primo;EINAUDI;FICTION;27/01/2014;ITALIANO
9791259852663;La guerra delle due regine. Blood and Ash. Vol. 4;Armentrout Jennifer L.;HARPERCOLLINS ITALIA;FICTION;29/08/2023;STRANIERO
9788822642660;Fairy Tail. 100 years quest. Vol. 14;Mashima Hiro;STAR COMICS;FICTION;04/10/2023;STRANIERO
9788804680680;Il rinomato catalogo Walker & Dawn;Morosinotto Davide;MONDADORI;BAMBINI/RAGAZZI;14/11/2017;
9788809950986;La vera storia di Halloween;Prati Elisa;GIUNTI EDITORE;BAMBINI/RAGAZZI;27/09/2023;
9788845277634;Lo straniero;Camus Albert;BOMPIANI;FICTION;12/02/2015;ITALIANO
9788804772729;Il visconte dimezzato;Calvino Italo;MONDADORI;FICTION;12/01/2023;ITALIANO
9788817181778;Maledette iene. Quelli che fanno soldi sulle nostre disgrazie;Giordano Mario;RIZZOLI;NON FICTION GENERALI;02/05/2023;
9788804676850;Il signore delle mosche;Golding William;MONDADORI;FICTION;16/05/2017;STRANIERO
9788850267361;Opzione finale;Cussler Clive;TEA;FICTION;19/09/2023;STRANIERO
9791259961655;PapÖ;Delforge Heläne;TERRE DI MEZZO;BAMBINI/RAGAZZI;03/10/2023;
9788896568323;Facile facile. Italiano per studenti stranieri. A2 livello elementare;Mattioli Laura;NINA;NON FICTION VARIE;14/01/2016;
9791255020424;La fortuna. Blackwater. Vol. 5;McDowell Michael;BEAT;FICTION;14/03/2023;STRANIERO
9788804769880;Babel. Una storia arcana;Kuang R. F.;MONDADORI;FICTION;29/08/2023;STRANIERO
9788891905468;Analisi matematica 1. Ediz. mylab;Canuto Claudio;PEARSON;NON FICTION GENERALI;11/08/2021;
9788820133658;GI. Vocabolario della lingua greca. Con la guida all'uso del vocabolario e lessico di base;Montanari Franco;LOESCHER;NON FICTION GENERALI;18/03/2013;
9788806253240;La Malnata;Salvioni Beatrice;EINAUDI;FICTION;21/03/2023;ITALIANO
9788845937576;V13. Cronaca giudiziaria;Carräre Emmanuel;ADELPHI;NON FICTION GENERALI;14/03/2023;
9788804776369;Il visconte dimezzato;Calvino Italo;MONDADORI;BAMBINI/RAGAZZI;16/05/2023;
9791259573025;Riot. Amore e lotta;Joyce Edith;MAGAZZINI SALANI;FICTION;19/09/2023;STRANIERO
9791259572462;Wings;Ferraro Valentina;MAGAZZINI SALANI;FICTION;28/03/2023;ITALIANO
9788804765028;Legends & Lattes;Baldree Travis;MONDADORI;FICTION;26/09/2023;STRANIERO
9788806256005;La setta delle ciambelle;Lansdale Joe R.;EINAUDI;FICTION;29/08/2023;STRANIERO
9788817109116;E poi ci sono io;Glasgow Kathleen;RIZZOLI;FICTION;29/01/2019;STRANIERO
9788858152058;La deriva dell?Occidente;Cardini Franco;LATERZA;NON FICTION GENERALI;22/09/2023;
9788834614136;SerenitÖ. Agenda 2024;Coelho Paulo;LA NAVE DI TESEO;NON FICTION VARIE;27/06/2023;
9788822614827;Demon slayer. Kimetsu no yaiba. Vol. 3;Gotouge Koyoharu;STAR COMICS;FICTION;28/08/2019;STRANIERO
9788809970960;Il libro puzzle di Bing;D'Achille Silvia;GIUNTI EDITORE;BAMBINI/RAGAZZI;13/09/2023;
9788823530409;Nulla si distrugge. Un'avventura del commissario Bordelli;Vichi Marco;GUANDA;FICTION;20/06/2023;ITALIANO
9788858119280;Donne, madonne, mercanti e cavalieri. Sei storie medievali;Barbero Alessandro;LATERZA;NON FICTION GENERALI;19/03/2015;
9788804736271;Fu sera e fu mattina;Follett Ken;MONDADORI;FICTION;18/01/2022;STRANIERO
9788809911895;Wonder;Palacio R. J.;GIUNTI EDITORE;BAMBINI/RAGAZZI;09/06/2021;
9788804780557;Non ho ucciso l'Uomo Ragno. Gli 883 e la ricerca delle felicitÖ;Repetto Mauro;MONDADORI;NON FICTION GENERALI;19/09/2023;
9788806260194;Per custodire il fuoco. Vademecum dopo l?apocalisse;Epicoco Luigi Maria;EINAUDI;NON FICTION GENERALI;12/09/2023;
9788893449014;La scomparsa di Stephanie Mailer;Dicker Joâl;LA NAVE DI TESEO;FICTION;04/07/2019;STRANIERO
9788804633006;Il piccolissimo bruco Maisazio;Carle Eric;MONDADORI;BAMBINI/RAGAZZI;21/01/2014;
9788804776383;Marcovaldo;Calvino Italo;MONDADORI;BAMBINI/RAGAZZI;16/05/2023;
9788893443029;L'alchimista;Coelho Paulo;LA NAVE DI TESEO;FICTION;20/07/2017;STRANIERO
9788893304870;Giochiamo al dottore! Bing;Panzeri Cristina;PON PON EDIZIONI;BAMBINI/RAGAZZI;04/10/2023;
9788869206269;My Hero Academia. Vol. 1;Horikoshi Kohei;STAR COMICS;FICTION;31/03/2016;STRANIERO
9788822776228;Per sempre nel tuo cuore;Celeste B.;NEWTON COMPTON EDITORI;FICTION;05/09/2023;ITALIANO
9788845282980;Uomini e topi;Steinbeck John;BOMPIANI;FICTION;27/10/2016;STRANIERO
9788842935414;Il primo sole dell'estate;Raimondi Daniela;NORD;FICTION;23/05/2023;ITALIANO
9788828749318;Jujutsu Kaisen. Sorcery Fight. Vol. 20. Colonia Sendai. Festa grossa;Akutami Gege;PANINI COMICS;FICTION;08/06/2023;STRANIERO
